id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15950399,"une chambre de 50m2 & un petit déjeuner ""maison""",103307201,Thierry,,Bruxelles,50.8531284858082,4.348883017727164,Private room,129,2,0,,,5,0
1981205,Cosy flat in the center of Brussels,10223960,Leen,,Bruxelles,50.839058305153365,4.3519021104191875,Private room,40,1,14,2015-11-12,0.34,1,128
2351766,Chambre dans maison cartier Sablon,12009690,Victor,,Bruxelles,50.84124066960632,4.352167163648182,Private room,18,1,7,2016-08-19,0.74,1,0
4941259,appartment comfortable et central,25465409,Anne-Thérèse,,Bruxelles,50.81397277379963,4.376830843188677,Entire home/apt,160,1,35,2017-04-21,1.27,1,344
5677753,Very Central Apartment in Brussels,3527825,Kamille,,Bruxelles,50.85000826799417,4.349532614260838,Entire home/apt,107,2,75,2017-04-18,2.97,4,168
18391776,Comfy room in the heart of Brussels.,49285696,Juan,,Bruxelles,50.845431576512354,4.349991632387387,Private room,45,1,4,2017-05-05,4,1,0
4064720,Room in a cosy apartment in the center of Brussels,2839473,Inke,,Bruxelles,50.850105258802735,4.341758302872729,Private room,43,2,16,2017-05-03,2.45,1,29
15852261,"Quart. Ste. Catherine, appartement calme, lumineux",102712281,Cristina,,Bruxelles,50.85398310172494,4.351480787758758,Entire home/apt,55,3,21,2017-05-01,3.56,1,43
13574892,cosy apartment  in europeen aea in Brussels,59001457,Hannia,,Bruxelles,50.84686321270518,4.384806458345968,Entire home/apt,40,2,0,,,1,364
17264769,Appartment (Marolles) with view on the flea market,64972,Hannes,,Bruxelles,50.83662039940242,4.344879845080597,Private room,33,3,4,2017-05-01,1.52,1,3
9855781,Loft en duplex centre historique,17359382,Denis,,Bruxelles,50.844756064083796,4.350027386379107,Entire home/apt,95,1,17,2017-05-02,1.02,1,365
16589612,furnished apartments fully equipped,109403733,Seydi,,Bruxelles,50.84501998995041,4.382662089984713,Entire home/apt,70,2,2,2017-05-01,0.67,3,361
9413455,Studio Arts loi,48807828,Yim,,Bruxelles,50.845919647389685,4.373370997527055,Private room,45,1,0,,,1,0
17207440,Appatement quartier idéal,115799084,Chloé,,Bruxelles,50.83557110958992,4.343343410964971,Private room,40,2,7,2017-04-23,3.56,1,318
3253096,Superbe maison Centre Louise Sablon,16453933,Laura,,Bruxelles,50.834333711654324,4.350449282485762,Entire home/apt,95,7,0,,,1,312
12100479,Modern appartment heart of Brussels,58964358,Wannes,,Bruxelles,50.83768911055467,4.35975460048867,Entire home/apt,85,2,0,,,1,0
7938990,"",41161396,Simon,,Bruxelles,50.85474809842719,4.357764406715706,Entire home/apt,95,2,2,2016-11-13,0.11,12,365
16049156,Cosy & quiet room/private bathroom in EU quarter,8011408,Michael,,Bruxelles,50.84810806701081,4.386084812326462,Private room,39,2,0,,,2,342
1811469,Apt sablon 5 min from grand place!,9490713,Aboudi,,Bruxelles,50.83813769906262,4.353149052296205,Entire home/apt,89,1,33,2014-03-10,0.77,1,128
16966718,HEYZEL - Parc EXPO - LAEKEN - Duplex gde terrasse,21844391,Yvan,,Bruxelles,50.89025259563285,4.344827023565803,Entire home/apt,175,3,0,,,1,90
18194358,Apartment with a view in the centre of Brussels,45255464,Gasper,,Bruxelles,50.856653769429386,4.346774425814697,Private room,40,1,8,2017-05-04,8,1,44
13345864,Face to central Station and top situation,25303536,Luc,,Bruxelles,50.8447609339508,4.356111166622334,Entire home/apt,130,3,1,2016-12-09,0.09,3,83
7300291,Huge apartment centre of Brussels,4127345,Nikolaj,,Bruxelles,50.8574356579989,4.348276857204297,Entire home/apt,79,2,0,,,1,0
812232,Smartflats Brusselian 101 - 1Bedroom - City Center,2792958,Tarik,,Bruxelles,50.84919863321223,4.351609257750166,Entire home/apt,119,1,13,2015-09-11,0.25,48,308
15670136,Jolie chambre dans une petite maison,101194719,Camille,,Bruxelles,50.84485142703765,4.348220496174357,Private room,35,2,21,2017-04-13,3.42,2,25
16688387,Lovely flat - perfectly located!,41303784,Derk,,Bruxelles,50.84229153496936,4.360182342243003,Entire home/apt,70,1,13,2017-05-05,3.51,2,254
15639820,3 minutes from the Grand Place,37026753,Manuela,,Bruxelles,50.8471276751533,4.346307953189591,Entire home/apt,65,2,6,2017-05-02,0.94,1,0
13903170,"La Maison Hôte ""Sunflower"" Bruxelles centre",45990525,Michel,,Bruxelles,50.83957676868482,4.351637766224034,Entire home/apt,62,1,47,2017-04-22,5.00,6,317
16852341,Grand Place :groundfloor 2BR apart,112236288,Joachim,,Bruxelles,50.84698044117333,4.354213300071779,Entire home/apt,75,2,6,2017-04-22,1.91,2,316
16360857,Luminous Apartment EU Commission (LC79/11),45576129,Patrick,,Bruxelles,50.84427297103359,4.3881572441113565,Entire home/apt,80,3,0,,,4,362
16254537,Charming studio next Avenue louise,1877937,Ari,,Bruxelles,50.829657271067006,4.359884587446678,Entire home/apt,56,3,4,2017-04-23,0.90,5,95
11199956,Modern loft - Flagey,4267046,Gilles,,Bruxelles,50.82337016920289,4.370883885619157,Private room,35,1,0,,,1,365
13755876,Cozy chalet duplex in the ♡ of BXL!,3590112,Katrina,,Bruxelles,50.84668163890933,4.3470206440082215,Entire home/apt,100,6,8,2016-08-15,0.79,1,0
15312387,Brussels House City,97541641,Muriel,,Bruxelles,50.848653781489574,4.349309316693742,Entire home/apt,320,1,5,2017-02-26,0.81,1,287
1091111,Luxury apartment,5995063,Andrej,,Bruxelles,50.84110780047677,4.3797257933440195,Entire home/apt,79,1,7,2015-02-05,0.22,1,365
4187700,Studio Apartment near Flagey-Louise,4369561,Maria Silvia,,Bruxelles,50.826223253590655,4.3665058031371,Entire home/apt,52,7,3,2017-01-29,0.14,1,281
11413122,Quartier Châtelain - Flat Tenbosch,52922437,Pascal,,Bruxelles,50.82318811243438,4.366503542603486,Entire home/apt,75,1,1,2016-11-23,0.18,1,347
534155,Garden View - Trendy & Safe Area,2625641,Elf & Garret,,Bruxelles,50.823678873881704,4.365480969969475,Private room,50,1,192,2016-05-27,3.40,1,281
13199038,Cosy and bright appartment @ Ste Catherine,11063943,Mathilde,,Bruxelles,50.85410431092521,4.345663559228411,Entire home/apt,45,2,1,2016-05-30,0.09,1,0
13739761,LOFT IN CENTRAL BRUSSELS,3698193,Antoine,,Bruxelles,50.8533893647092,4.3474543770585825,Entire home/apt,70,3,5,2017-04-25,1.63,1,225
18327293,Luxurious apt @ the very best location of Brussels,125499244,Lior,,Bruxelles,50.84636640295283,4.350126914086928,Entire home/apt,75,3,0,,,1,333
3188483,Smartflats Monnaie 203 - 1 Bedroom - Center,2792958,Tarik,,Bruxelles,50.849181264336195,4.354958653840974,Entire home/apt,149,1,21,2017-04-23,0.61,48,313
18343717,Studio3 cosy quartier Saint-Géry/Sainte-Catherine,34196304,Mélodie,,Bruxelles,50.849814538432064,4.347558474348014,Entire home/apt,50,1,0,,,4,92
3942140,cosy center appartment,20427371,Cosi,,Bruxelles,50.85209424337729,4.3409426127571775,Entire home/apt,60,3,68,2017-05-02,2.09,1,51
7448459,Belka & Strelka (Our heroes),35858711,Yawn,,Bruxelles,50.84999053280266,4.346759300067933,Entire home/apt,170,1,22,2017-04-08,1.17,9,53
18409383,Appartement dans le centre de Bruxelles,117475712,Lou,,Bruxelles,50.85489304359017,4.3458307864130665,Entire home/apt,60,1,2,2017-05-06,2,1,75
1959593,Apartment in Schuman,2482214,Stefano,,Bruxelles,50.84628674271841,4.387961751744834,Private room,30,1,0,,,1,365
7596024,"Studio ""Praline"" near Grand-Place",39828266,Carol,,Bruxelles,50.8490940482236,4.351149341440331,Entire home/apt,60,21,0,,,4,320
6651739,Duplex Quartier européen,15253567,Hantson,,Bruxelles,50.84664698742743,4.3753323420207,Entire home/apt,100,2,1,2015-09-14,0.05,1,364
6173015,Cosy Bedroom & Heart of Brussels,28090536,Orane & Thijs,,Bruxelles,50.84874176919627,4.34453266585712,Private room,55,1,69,2017-04-28,2.86,1,136
13838486,Amazing Apartment in EU Quarter,19427428,Adrien,,Bruxelles,50.84070408702692,4.378334676986674,Entire home/apt,65,2,10,2017-04-18,1.08,33,328
9086723,Penthouse GRAND PLACE-BOURSE,35896939,Mathilde,,Bruxelles,50.84793602049198,4.351602371375201,Private room,100,1,0,,,1,0
7203008,Bright 70m2 apartment in city center,12283041,Lucas,,Bruxelles,50.84928980528525,4.363397052894016,Entire home/apt,46,2,16,2016-07-11,0.75,1,0
5892336,A place called home in Brussels,30571641,Chun,,Bruxelles,50.84696531327632,4.377032050635067,Private room,68,2,0,,,1,0
17623290,Appartement de rêve...,210030,Maïa Et Florent,,Bruxelles,50.8841881309939,4.40966149601102,Entire home/apt,75,2,0,,,3,60
2795828,B&B La Villa Zarin:Green Room 2pers,1148574,Zarinka,,Bruxelles,50.84601999692029,4.344326921720809,Private room,70,1,1,2014-10-24,0.03,7,365
796995,Superb 70m² flat + garden near EU,995442,Julien,,Bruxelles,50.84961127913199,4.367765528783419,Entire home/apt,110,3,15,2016-10-09,0.37,8,89
10203535,Apartment with terrace in BXL,16436641,Yav,,Bruxelles,50.814556270306355,4.370094542998047,Entire home/apt,60,2,19,2017-04-17,1.18,21,359
797022,"Charming, Central & Quiet 50m² flat",995442,Julien,,Bruxelles,50.84930898527615,4.367503717479856,Entire home/apt,100,3,38,2017-05-01,0.93,8,169
15296866,Brussels Square Studio,40470411,Brussels Square,,Bruxelles,50.848317729815975,4.351665407023533,Entire home/apt,80,1,11,2017-04-16,1.75,3,52
18344313,Studio4 cosy quartier Saint-Géry/Sainte-Catherine,34196304,Mélodie,,Bruxelles,50.84792349280875,4.346791857814238,Entire home/apt,50,1,0,,,4,89
18622847,Art apartment in the city centre,20986418,Thierry,,Bruxelles,50.84860583414509,4.353305671052601,Entire home/apt,75,1,0,,,2,351
3402122,Beau studio au coeur de Bruxelles,3795922,Sevgi,,Bruxelles,50.84109354533859,4.345202736007118,Entire home/apt,48,15,17,2017-02-19,0.52,2,290
14068173,Belle maison bruxelloise jeune et artistique,84481783,Suni,,Bruxelles,50.850708671079865,4.386091718625818,Private room,25,20,0,,,1,0
3615232,★ Le Coin du diable - Loft in a former Brewery,10067223,Maxime,,Bruxelles,50.849623905690336,4.33994489807657,Entire home/apt,93,2,26,2017-05-07,3.45,1,159
859077,In sight Brussels for 1 or 2!,4496954,Renata & Peter,,Bruxelles,50.85669064126293,4.352745696037221,Private room,50,2,43,2017-04-18,0.82,1,279
13663329,F1B London,79226751,Christian,,Bruxelles,50.84757656513349,4.351897823293196,Entire home/apt,94,1,4,2017-04-16,0.47,21,9
14330449,Room with balcony in trendy heart of Brussels,3139703,An,,Bruxelles,50.85278172193572,4.342428673350033,Private room,45,1,26,2017-05-01,3.28,1,86
12315361,COSY & SPACIOUS loft in the centre,4620081,Cha,,Bruxelles,50.85505958296427,4.353944285132692,Entire home/apt,80,4,6,2017-03-09,0.47,1,147
12479292,Bonne Nuit brussels SABLON,32823597,Vincent,,Bruxelles,50.84322941726243,4.35462227254994,Entire home/apt,65,1,79,2017-05-03,8.14,6,118
17001308,Cozy studio in the city center,15424367,Maryam,,Bruxelles,50.844143889792214,4.338876522040683,Entire home/apt,45,1,22,2017-05-06,8.57,2,128
7024520,Big room in centre of BXL,20841159,Emma,,Bruxelles,50.84651189024107,4.345995445624315,Private room,40,2,8,2015-08-23,0.36,1,0
1146022,"Elegant Flat, 2 Bedrooms, rue A. Dansaert",871030,ApartmentsApart,,Bruxelles,50.84891443644189,4.346525330473285,Entire home/apt,139,2,6,2016-11-01,0.15,58,363
8498145,Chambre avec salle de bain,37347217,Margareta,,Bruxelles,50.89150659624235,4.374369873679464,Private room,45,1,25,2017-04-25,1.26,4,365
14314490,Joli petit duplex Bxl centre/Louise,35958207,Céline,,Bruxelles,50.83594408879757,4.350255746167044,Entire home/apt,50,3,10,2017-04-18,1.18,1,120
7074304,Chez Marco,2890941,Marcos,,Bruxelles,50.84834582094513,4.366672498969841,Entire home/apt,60,2,0,,,1,0
4132812,Studio neuf au coeur de Bruxelles ,21440162,Amax,,Bruxelles,50.85226825331261,4.3552524445471805,Entire home/apt,80,2,78,2017-04-16,2.49,1,345
6027233,2 Bedroom Flat by the Opera House,871030,ApartmentsApart,,Bruxelles,50.849413025760974,4.35146180825919,Entire home/apt,140,1,5,2017-03-26,0.35,58,295
797781,EU neighborhood : Super studio !,4200514,Benedicte,,Bruxelles,50.84682312661347,4.388937979667308,Entire home/apt,60,3,32,2017-04-17,0.60,2,318
10120303,Peaceful loft in the heart of BXL,51935661,Delfina,,Bruxelles,50.847488965057835,4.340905558278881,Entire home/apt,90,2,0,,,1,0
16182452,Cosy Appartement nearby Brussels Schuman,59637142,Sylvain,,Bruxelles,50.84669882725757,4.388430464789861,Private room,35,2,3,2017-05-01,3,1,67
18311029,Double room in Place de la Chapelle/Sablon,126656216,Alberto,,Bruxelles,50.84111288150844,4.350661504165163,Private room,35,1,1,2017-05-01,1,1,65
2108692,Cosy double room in the Heart of EU neighbourhood,10750655,Ana Maria,,Bruxelles,50.84792939433234,4.391300772122115,Private room,35,1,8,2017-04-16,1.60,1,0
6843766,Duplex#11 (Our lucky number...!),35858711,Yawn,,Bruxelles,50.84996119718416,4.345476900396741,Entire home/apt,130,1,7,2016-11-01,0.47,9,77
6794626,Cozy Apartment in Center,20353131,Francesco,,Bruxelles,50.842161800444906,4.3505467300149165,Entire home/apt,48,1,17,2017-05-01,2.00,1,28
6598031,2Bedroom Apartment in heart of BRU!,24505611,Miroslav,,Bruxelles,50.84691891867055,4.349823057889133,Entire home/apt,209,1,13,2016-11-01,0.55,4,231
16510364,Brussels Square Studios,97764581,Typhaine,,Bruxelles,50.850023049045724,4.352215657903743,Entire home/apt,80,1,7,2017-04-07,1.60,2,15
16887230,Apartment with good Karma.,51795398,David,,Bruxelles,50.863463096242874,4.34716752037422,Entire home/apt,55,2,0,,,1,193
2158061,Charming stay ! European quarter.,11012625,Laurence,,Bruxelles,50.84783710503545,4.388489611678289,Private room,59,1,83,2017-05-04,2.12,1,355
2960819,GRAND PLACE  - GRAND PLACE ,11573375,Mouna,,Bruxelles,50.847615965059724,4.350836117100471,Entire home/apt,80,2,202,2017-05-01,7.14,7,281
9088632,Sunny central appartment -terrasse,9608272,Jullien,,Bruxelles,50.83444795357819,4.342886081631674,Entire home/apt,73,3,24,2017-04-18,1.78,1,34
5893725,EXCEPTIONAL loFt PentHOUSE +Terrace,30607949,Val & Mat,,Bruxelles,50.84222633268768,4.341921416481976,Entire home/apt,129,2,122,2017-04-22,4.83,1,268
10301079,Magnifique Chambre à Bruxelles.,53000840,Rodrigo,,Bruxelles,50.83761408015152,4.348000988627633,Private room,46,1,6,2017-04-23,4.09,2,87
12675011,Chambre cosy centre de Bruxelles,50439322,Ced,,Bruxelles,50.84930441523924,4.354213981671973,Private room,55,1,53,2017-05-05,6.49,3,356
11824788,Family house (free bikes),7132348,Sarbani,,Bruxelles,50.79941905729897,4.378084139840889,Entire home/apt,285,15,2,2017-02-08,0.39,1,288
18427593,Penthouse-Loft at the heart of the EU District.,121260373,Edward,,Bruxelles,50.847375839093694,4.391291599541638,Entire home/apt,99,1,0,,,1,65
16809260,cosy appartement au centre de Bruxelles,72093237,Marianne,,Bruxelles,50.82910167557269,4.362833875448611,Entire home/apt,42,2,1,2017-01-29,0.30,1,0
15200043,Furnished appartement near European Insitutions.,40521286,Delphine,,Bruxelles,50.849362556381294,4.387384590280021,Entire home/apt,30,1,11,2017-04-29,1.63,1,106
16576338,Historical house fully renovated downtown brussels,74459319,Geert,,Bruxelles,50.84462659800354,4.343469258227115,Entire home/apt,150,2,12,2017-04-27,3.83,3,167
9002298,Flat-hotel,46447662,Violette,,Bruxelles,50.84351595815581,4.381585963712994,Entire home/apt,50,1,9,2016-04-29,0.48,1,281
6319975,EU Institutions - Spacious Apt 85m²,32037583,Charles Home,,Bruxelles,50.84766610341934,4.381443279093951,Entire home/apt,240,3,1,2017-04-28,1,23,365
4648803,Spacious ground floor APT downtown,18813577,Inès,,Bruxelles,50.8558270454118,4.352728136420245,Entire home/apt,75,4,31,2017-01-01,1.05,4,300
13037471,"Heart of EU HQ, Spacious &Park View",70924380,Loi,,Bruxelles,50.842236897941405,4.385180656056375,Private room,75,1,5,2016-10-30,0.60,1,314
6189018,Penthouse with amazing view !,32101863,Deborah,,Bruxelles,50.81899894910964,4.371302051263438,Entire home/apt,490,2,1,2016-02-10,0.07,1,365
13119454,Karibu Apartment - Ecuyer,72990707,Evan,,Bruxelles,50.8494949794549,4.354229222958931,Entire home/apt,125,2,13,2017-04-25,1.22,2,344
4780053,Chouette pied-à-terre central,21644944,Patrice,,Bruxelles,50.85425571047085,4.3444314313162256,Entire home/apt,60,2,9,2016-06-30,0.33,1,0
6858758,DRUUM contemporary bed & breakfast,35934369,Druum,,Bruxelles,50.850420098255334,4.341900234390517,Private room,100,1,0,,,2,365
10268734,Nice LOFT in the heart of Bruxelles,23391508,Francois,,Bruxelles,50.83738354282542,4.348920785408361,Entire home/apt,79,2,21,2017-04-26,1.62,1,289
6951615,* Grand-Place & View to Bourse *,36445958,Carolina,,Bruxelles,50.84603762914949,4.3495364584183545,Entire home/apt,38,1,10,2015-08-31,0.45,1,163
13906063,Studio Centre Bruxelles,82456009,Hotel,,Bruxelles,50.851661372419635,4.3548493066924125,Entire home/apt,95,1,7,2016-12-30,0.73,1,365
16833928,Brussels at its best!,31506896,Sarah,,Bruxelles,50.84941975945685,4.349351591245718,Private room,75,1,3,2017-04-18,0.81,1,364
16068799,Nice two-bedroom duplex in EU district,8011408,Michael,,Bruxelles,50.847212044691,4.38670125373916,Entire home/apt,79,5,3,2017-01-02,0.58,2,327
7598275,Charming Studio in Louise-Brussels,4269290,Nicolas,,Bruxelles,50.821230103656454,4.367912640508953,Entire home/apt,65,2,4,2017-05-01,0.19,1,357
5304527,"Simple single bed, beside ULB",27473978,Friederike,,Bruxelles,50.81054900545135,4.385127253399472,Private room,30,1,40,2016-11-02,1.47,1,128
4911346,Luxury urban spa retreat ,876633,Nicolas,,Bruxelles,50.86498890903815,4.351380185228599,Entire home/apt,150,2,1,2015-07-13,0.04,15,356
17150257,Large Family house EU quarter sleeps 10,9221454,David,,Bruxelles,50.85025743148221,4.386273283646586,Entire home/apt,29,5,0,,,1,52
17985864,2 people room in city centre + Breaksfast,118518529,David,,Bruxelles,50.85338789486688,4.347529257883221,Private room,39,1,3,2017-04-24,3,3,33
17969490,Room in heart of St. Catherine Brussels,45359894,Yasmine,,Bruxelles,50.8521103456271,4.346494003567514,Private room,45,1,6,2017-04-29,4.86,1,2
17920374,Très belle chambre en plein centre,46309957,Kevin,,Bruxelles,50.83735022242768,4.35074822355927,Private room,48,1,2,2017-04-24,2,1,126
15675787,Chambre agréable en plein centre,59743551,Ludovic,,Bruxelles,50.84717971856623,4.349703470353401,Private room,32,2,28,2017-04-24,4.35,2,342
7424472,Big room with super view down town,15435365,Elisa,,Bruxelles,50.8471752168224,4.356713256175908,Private room,75,1,0,,,1,0
5337541,Studio near EU HQ-City Center -BSS,5583501,Melia,,Bruxelles,50.85047854462438,4.386277923370701,Entire home/apt,65,1,8,2017-04-09,0.41,21,338
8450480,"Charming appt, right in the center.",44417721,Helena,,Bruxelles,50.849943729882334,4.349058347663954,Entire home/apt,92,1,65,2017-05-07,3.34,1,287
3305948,Smartflats L42 502  - Studio - EU Quarter,2792958,Tarik,,Bruxelles,50.844098865815184,4.370042752497259,Entire home/apt,129,1,1,2017-04-16,0.04,48,310
1307068,The Red Appart close Grand Place,6881653,Nicky,,Bruxelles,50.84328843805741,4.340697450305159,Entire home/apt,42,1,81,2017-04-25,1.72,8,318
17134057,Exquisite stay in Brussels!!.,24649905,Guilhem,,Bruxelles,50.84305388321117,4.352824230696866,Entire home/apt,75,2,1,2017-03-12,0.51,3,311
1241604,Cosy room in city center close to Grand Place!,6767876,Jan,,Bruxelles,50.85481023327106,4.353079802035164,Private room,40,1,16,2017-04-21,0.56,2,93
17461772,Classic elegance in trendy downtown,36467734,Frédéric,,Bruxelles,50.85516084907299,4.346863799188075,Entire home/apt,99,2,6,2017-04-17,3.91,3,69
2863621,Bedroom&Breakfast historical center,9588491,Aurélien,,Bruxelles,50.84979692440886,4.343133392346706,Private room,35,2,106,2016-05-25,2.88,1,7
17035817,Sofabed in Brussels  midi center,27446090,Emily,,Bruxelles,50.83799509387732,4.342933569875973,Shared room,26,2,21,2017-05-04,6.70,3,34
3961475,Luxury Suite in the Heart of EU,20034265,Sara,,Bruxelles,50.848752320696015,4.382379710630009,Entire home/apt,59,1,77,2017-04-14,2.38,3,322
5878434,"Auguste - Spacious Central 1bedroom Flat, 70 sqm.",871030,ApartmentsApart,,Bruxelles,50.849267236864314,4.348779037656796,Entire home/apt,88,1,5,2017-02-12,0.30,58,334
10744486,"",1374437,Frin,,Bruxelles,50.8436498003685,4.344178579090276,Entire home/apt,50,4,1,2016-03-19,0.07,1,0
3658530,Luxurious Apartment - Louise Metro,377916,Daniel,,Bruxelles,50.836117139717686,4.354038275988263,Entire home/apt,80,5,3,2016-06-12,0.26,1,0
8606176,Spacious Quiet Maison de Maitre Ensuite,16574366,MArlene,,Bruxelles,50.8470475729627,4.375876215096434,Private room,65,1,45,2017-04-28,2.37,1,297
2814686,*MINDFULNESS - Garden Terrace,6666283,@Mund,,Bruxelles,50.846199774397135,4.349208762725241,Entire home/apt,125,2,54,2017-04-17,1.51,3,167
6025995,"2BDRm Flat, City Centre, 113 sqm., 2 Bathrooms",871030,ApartmentsApart,,Bruxelles,50.85073728564429,4.352567188050611,Entire home/apt,139,1,5,2016-08-15,0.36,58,365
7385869,Design apartment+breathtaking view,38690639,Anneleen,,Bruxelles,50.856343052117204,4.353985409242785,Entire home/apt,69,3,15,2016-09-25,0.70,1,0
4748057,Spacious Apartment in heart of BRU,24505611,Miroslav,,Bruxelles,50.8480772023832,4.350180474231012,Entire home/apt,129,1,25,2017-04-22,1.06,4,282
7009055,Downtown Art Deco Apartment,22356766,Sophie,,Bruxelles,50.85702731775286,4.347727497001857,Private room,43,2,21,2016-12-20,0.96,1,76
16413498,Chambre Hergé - Jeu De Balle,107556639,Nicolas,,Bruxelles,50.836100621503086,4.344129871889661,Private room,45,3,1,2017-01-01,0.23,7,354
14512966,Lavish apartment on the Avenue Louise,89667891,Madeleine,,Bruxelles,50.81915413650764,4.371932552022063,Entire home/apt,150,2,0,,,1,39
16872305,"Perfectly central, near Brussels's best panorama",15035991,Chloé,,Bruxelles,50.8348660350872,4.349799998900922,Entire home/apt,45,2,3,2017-04-17,1.41,1,119
17396597,The Pop Studio,55409912,Caty&Jérôme,,Bruxelles,50.84557672790519,4.349997594612697,Entire home/apt,100,2,3,2017-05-08,1.43,1,86
16233332,View on the Grand Place,36021199,BCArchitects,,Bruxelles,50.84472630513897,4.349879249701508,Private room,35,1,24,2017-04-29,4.59,1,2
6321011,EU District - Charming Apt terrace,32037583,Charles Home,,Bruxelles,50.84620233198053,4.380884384643846,Entire home/apt,200,3,1,2016-05-28,0.09,23,363
13710220,"""de Witte Leirsse 1557"" (World Heritage UNESCO)",80049576,Rik,,Bruxelles,50.84805919734889,4.355433055156334,Entire home/apt,100,1,49,2017-04-30,4.73,1,305
17691544,Appartement en ville idéal pour un couple,42290704,Raphaëlle,,Bruxelles,50.840915031808215,4.345534407810251,Entire home/apt,65,1,5,2017-04-23,3.26,1,35
17019814,Large and comfortable apartment,110517097,Pascal,,Bruxelles,50.861473250362735,4.355033496147337,Entire home/apt,105,4,0,,,1,365
5878708,1Bedroom Flat 200m from Grand Place,871030,ApartmentsApart,,Bruxelles,50.84807787609723,4.347717705344552,Entire home/apt,85,1,17,2017-04-17,0.68,58,363
2088435,Room in a loft downtown,10660429,Ales,,Bruxelles,50.850177520013716,4.346854256417633,Private room,64,365,37,2016-12-08,0.90,2,142
3584997,Bright appartment next to La Bourse,18060097,Rocío,,Bruxelles,50.84836324200762,4.348566554778115,Entire home/apt,85,4,16,2017-01-02,0.48,1,0
15234047,Confortable double bed room + breakfast in Brussel,79817298,Audrey & Sonia,,Bruxelles,50.846835149501274,4.37336643069094,Private room,45,2,73,2017-04-24,9.86,1,73
7992358,"4 bedrooms - 180 m2, on Toison d'Or",12612283,Aude,,Bruxelles,50.83763513349347,4.360099490631596,Entire home/apt,295,3,22,2017-05-01,1.67,2,131
1291276,Lovely room Louise / Flagey,2986225,Gwen,,Bruxelles,50.82797249954925,4.364171793183117,Private room,36,1,138,2017-05-01,3.03,1,6
8729681,Appartement 4ème étage au Châtelain,45808725,Nathan,,Bruxelles,50.82464650639799,4.3656251646777156,Entire home/apt,80,1,0,,,1,0
7091288,Charme d'un quartier atypique.,37167922,Camille,,Bruxelles,50.838781268127285,4.346959087876783,Private room,30,3,5,2015-08-29,0.22,1,0
13431904,Amazing apartment in the heart of Brussels,74543632,Keyvan,,Bruxelles,50.8614573740092,4.3516209637362815,Entire home/apt,85,2,22,2017-05-01,2.46,1,67
6845429,Guest room in the historical center,17291445,Anne-Marie,,Bruxelles,50.848226381519545,4.351267536981779,Private room,48,1,307,2017-05-01,13.37,6,274
8467562,Chambre au centre de Bruxelles,44592381,Tiphaine,,Bruxelles,50.84778969975491,4.346907670883622,Private room,37,2,79,2017-04-25,4.21,1,28
11220077,Loft Design 130m2 Heart of the city,55304169,Roxane,,Bruxelles,50.84321476595116,4.340089771084652,Entire home/apt,82,3,56,2017-04-28,3.79,1,328
7730296,Chien Marin apartment in the heart of Brussels,40621105,Karina,,Bruxelles,50.85262766393951,4.346384253474855,Entire home/apt,70,1,68,2017-04-20,3.51,1,90
4142181,"Nice, flat to share in Brussels ",21487736,Giovanni,,Bruxelles,50.8464117431533,4.3847111001814785,Shared room,20,1,57,2017-05-01,1.82,1,362
3470443,3floor apartment-center of Brussels,6976878,Benoit,,Bruxelles,50.848487596985144,4.35101402780368,Entire home/apt,145,2,104,2017-04-18,3.05,5,136
2897023,3 bedrooms in Brussels downtown,3787138,Gautier,,Bruxelles,50.84535586531355,4.340472697968193,Entire home/apt,115,15,44,2017-04-25,1.20,1,284
16839823,City nest,877365,Kristof,,Bruxelles,50.84717710446823,4.356002438522219,Entire home/apt,75,1,13,2017-05-06,6.00,1,339
6026406,DUPLEX CITY METROPOLE,26735394,Eliace,,Bruxelles,50.853105586149816,4.353423042701897,Entire home/apt,180,2,51,2017-05-08,2.06,4,330
13038806,Amazing loft in the heart of Brussels,24643308,Alberto,,Bruxelles,50.84471382961831,4.351486484431529,Entire home/apt,190,1,0,,,1,0
9106649,"Penelope's duplex cosy, downtown",46454975,Penelope,,Bruxelles,50.85417582464218,4.354117701515214,Private room,42,1,48,2017-04-05,2.63,1,338
898284,Smartflats Brusselian 103 - 2Bedroom - City Center,2792958,Tarik,,Bruxelles,50.84926602071304,4.351109302843641,Entire home/apt,139,1,20,2017-04-18,0.41,48,295
14857451,Double room in central apartment,17839148,Caraigh,,Bruxelles,50.8397595761903,4.36576219420163,Private room,50,1,28,2017-04-09,3.39,3,30
15054078,Cosy room in center Brussels,16158751,Katelijne,,Bruxelles,50.85382517303546,4.346634098318888,Private room,48,1,14,2017-03-29,1.79,1,364
16819131,The Red Appartment close grand place ground floor,6881653,Nicky,,Bruxelles,50.843907564621496,4.342306164750844,Entire home/apt,50,2,4,2017-04-21,1.58,8,320
3683586,120m2 Sunny Penthouse in the Hip Dansaert District,3623866,Pieter,,Bruxelles,50.849095635085234,4.3429363833792065,Entire home/apt,120,2,32,2017-03-24,0.96,1,291
16271574,Cosy room in front of the Grand place in Brussels,106414949,Julien,,Bruxelles,50.84873205902553,4.351220063911225,Private room,38,1,16,2017-04-24,3.64,1,4
